Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-14 15:00:00-04:00,32.834999084472656,32.86000061035156,32.78499984741211,32.86000061035156,692191,0.0,0.0
2025-05-14 15:30:00-04:00,32.86000061035156,32.86000061035156,32.68000030517578,32.689998626708984,1606779,0.0,0.0
2025-05-15 09:30:00-04:00,32.88999938964844,33.150001525878906,32.849998474121094,33.150001525878906,334840,0.0,0.0
2025-05-15 10:00:00-04:00,33.14500045776367,33.165000915527344,33.060001373291016,33.07500076293945,704152,0.0,0.0
2025-05-15 10:30:00-04:00,33.07500076293945,33.20500183105469,33.06999969482422,33.130001068115234,379067,0.0,0.0
2025-05-15 11:00:00-04:00,33.13999938964844,33.23500061035156,33.130001068115234,33.20000076293945,244061,0.0,0.0
2025-05-15 11:30:00-04:00,33.20000076293945,33.29499816894531,33.20000076293945,33.255001068115234,269267,0.0,0.0
2025-05-15 12:00:00-04:00,33.2599983215332,33.31999969482422,33.17499923706055,33.18000030517578,291258,0.0,0.0
2025-05-15 12:30:00-04:00,33.16999816894531,33.25,33.13999938964844,33.25,287986,0.0,0.0
2025-05-15 13:00:00-04:00,33.255001068115234,33.27750015258789,33.20500183105469,33.224998474121094,334970,0.0,0.0
2025-05-15 13:30:00-04:00,33.224998474121094,33.290000915527344,33.17499923706055,33.275001525878906,377010,0.0,0.0
2025-05-15 14:00:00-04:00,33.279998779296875,33.279998779296875,33.150001525878906,33.23979949951172,391267,0.0,0.0
2025-05-15 14:30:00-04:00,33.2400016784668,33.40999984741211,33.220001220703125,33.39500045776367,415904,0.0,0.0
2025-05-15 15:00:00-04:00,33.39500045776367,33.54499816894531,33.369998931884766,33.53499984741211,500833,0.0,0.0
2025-05-15 15:30:00-04:00,33.53499984741211,33.56999969482422,33.474998474121094,33.540000915527344,1249752,0.0,0.0
2025-05-16 09:30:00-04:00,33.53499984741211,33.6150016784668,33.45000076293945,33.53499984741211,1045297,0.0,0.0
2025-05-16 10:00:00-04:00,33.529998779296875,33.58000183105469,33.45000076293945,33.54499816894531,624308,0.0,0.0
2025-05-16 10:30:00-04:00,33.540000915527344,33.65999984741211,33.540000915527344,33.61000061035156,300398,0.0,0.0
2025-05-16 11:00:00-04:00,33.6150016784668,33.709999084472656,33.609901428222656,33.685001373291016,477744,0.0,0.0
2025-05-16 11:30:00-04:00,33.685001373291016,33.685001373291016,33.61069869995117,33.630001068115234,291216,0.0,0.0
2025-05-16 12:00:00-04:00,33.63999938964844,33.720001220703125,33.63999938964844,33.71500015258789,195534,0.0,0.0
2025-05-16 12:30:00-04:00,33.720001220703125,33.7599983215332,33.689998626708984,33.724998474121094,177098,0.0,0.0
2025-05-16 13:00:00-04:00,33.724998474121094,33.769901275634766,33.70000076293945,33.75,284422,0.0,0.0
2025-05-16 13:30:00-04:00,33.744998931884766,33.83000183105469,33.744998931884766,33.809898376464844,222654,0.0,0.0
2025-05-16 14:00:00-04:00,33.79999923706055,33.810001373291016,33.75,33.77109909057617,211322,0.0,0.0
2025-05-16 14:30:00-04:00,33.77000045776367,33.79499816894531,33.744998931884766,33.744998931884766,248567,0.0,0.0
2025-05-16 15:00:00-04:00,33.744998931884766,33.810001373291016,33.720001220703125,33.78499984741211,383082,0.0,0.0
2025-05-16 15:30:00-04:00,33.779998779296875,33.81999969482422,33.72999954223633,33.810001373291016,1511346,0.0,0.0
